"","utm_1x1","rs_ratio","counts","risk"
"110","EG0673",4.32547744819179,24.1217502363026,0.195800371253919
"111","EG0674",9.31321084864392,26.5190594644429,0.474751177699819
"112","EG0675",4.1739837398374,24.4044262945425,0.19096133217624
"113","EG0676",1.52088560885609,23.4659684658258,0.0615479212842687
"114","EG0677",1.25044050276048,17.2101249214265,0.0338388881857958
"115","EG0678",1.25058740601504,12.8378169970247,0.023150511883263
"116","EG0679",1.12524939037907,21.0817498288843,0.0381451746675394
"117","EG0680",7.0993006993007,23.9060369889229,0.323655989147297
"118","EG0681",8.37723577235772,23.9770194862339,0.38456424100259
"119","EG0682",4.51737791465024,24.4336776832567,0.207608630739988
"120","EG0766",4.88572783309625,23.6528298458329,0.217748858530185
"121","EG0767",5.98831385642738,22.3502144459655,0.253495538232527
"122","EG0768",3.02476515798463,20.2976945340765,0.111820853677521
"123","EG0769",1.31412317585951,20.53035533392,0.0445150485978203
"124","EG0770",2.76853055916775,18.2716509430375,0.0906801751427778
"125","EG0771",6.31750741839763,21.8071499462208,0.261174794046004
"126","EG0772",2.91006014215418,22.272083928164,0.118503932128416
"127","EG0773",6.11566265060241,23.931565042969,0.277974768128656
"128","EG0774",4.69782508098103,23.6243843258042,0.208795836635343
"129","EG0775",4.64195298372513,22.802623349956,0.198754590291687
"130","EG0776",1.26734189141444,22.6032455319796,0.0477743571618514
"131","EG0777",1.31614737883284,22.7988093934357,0.0504351027435366
"132","EG0778",1.14660040659589,19.3913179655161,0.0352349295659119
"133","EG0779",4.87373979836774,22.4551931705833,0.205779354609505
"134","EG0780",3.77678571428571,24.3300811740165,0.171455485639145
"135","EG0781",4.1739837398374,24.1274473289658,0.188700411434066
"136","EG0782",4.05917632946821,24.0791277473572,0.182899709734403
"137","EG0866",4.12850752338349,24.5618629118999,0.190062047681664
"138","EG0867",1.24342950589884,22.7717151983312,0.0471270080205511
"139","EG0868",1.27720237402537,19.0889834471776,0.0394325082228953
"140","EG0869",1.33278822567457,20.4256955537862,0.0449916579282728
"141","EG0870",1.29777070063694,16.0651136696979,0.0325258681414072
"142","EG0871",4.20750988142292,24.6131862716339,0.194279156714336
"143","EG0872",3.93385070214339,24.0500512927964,0.176774437608335
"144","EG0873",3.10295930949445,29.9809261595124,0.173685087336738
"145","EG0874",2.19468390804598,27.1208359524508,0.108155804078556
"146","EG0875",3.38239247311828,24.164541451899,0.151594956627382
"147","EG0876",2.40682788051209,22.7460998500701,0.0988162488871859
"148","EG0877",1.25604719764012,18.1754877285616,0.0363988792359736
"149","EG0878",1.33168258460087,12.377143485731,0.0239867691108118
"150","EG0879",1.22996913933021,16.5071867116456,0.0314590622394221
"151","EG0880",4.60199456029012,24.1684505720153,0.209264901267233
"152","EG0881",5.55057408419902,26.4302486974256,0.278650782161824
"153","EG0882",7.47569955817379,24.2789050389492,0.346704427440099
"154","EG0966",0.817818558531893,20.4111578142825,0.024397838175006
"155","EG0967",0.817818558531893,13.9941634236172,0.0141347888158473
"156","EG0968",5.08383838383838,15.2850316482514,0.143718964261277
"157","EG0969",5.08383838383838,19.6314449496431,0.18693157974648
"158","EG0970",4.37679083094556,20.0889470682181,0.163702598261134
"159","EG0971",3.08585858585859,26.6705691307324,0.152705056431453
"160","EG0972",5.07870837537841,18.7001019360516,0.177484437063505
"161","EG0973",3.08274470232089,28.3921828542094,0.162921775696288
"162","EG0974",3.07963709677419,29.4398042021861,0.169058679235409
"163","EG0975",9.64176245210728,28.8019147986539,0.534835379953743
"164","EG0976",2.51704925339871,19.8430213976076,0.0894290345731741
"165","EG0977",1.22201813798645,3.45081874310299,0
"166","EG0978",1.27170363697782,12.7962743019179,0.0235773415617362
"167","EG0979",4.69782508098103,21.2214300055409,0.186719340097706
"168","EG0980",20.9752066115702,24.1409986590119,0.982013248166981
"169","EG0981",4.01264822134387,27.4234090293201,0.206952197462488
"170","EG0982",3.2566765578635,23.8421161956911,0.143600512062397
"171","EG1075",5.61046511627907,19.0333969883641,0.200588006593138
"172","EG1076",0.817576564580559,6.24868661875428,0.00174406782262263
"173","EG1077",1.27285021976783,4.84090188811539,0.00380327966923457
"174","EG1078",2.7620636550308,17.1757216029464,0.0845293362335317
"175","EG1079",3.79365645046329,25.7625390143737,0.182885623150702
"176","EG1080",5.42349137931035,29.8079811446824,0.307907619842936
"177","EG1081",4.12850752338349,24.870622746977,0.192554929424296
"178","EG1082",6.39709595959596,20.7881915164651,0.251821430787748
"179","EG1177",5.53153153153153,19.1351718001369,0.198750875910449
"180","EG1178",4.32723577235772,22.0176756837187,0.178077599769327
"181","EG1179",1.13850267379679,19.8214854144259,0.0358856105463494
"182","EG1180",2.40036730945822,20.6780458590007,0.0888209164013374
"183","EG1181",6.39709595959596,23.4991053513808,0.285736005520016
"184","EG1182",21.6600441501104,23.8023444640005,1
"185","EG1278",4.91229838709677,19.6201318275154,0.180237145067395
"186","EG1279",1.27170363697782,8.09382673077244,0.0118824103463621
"187","EG1280",1.25716307039264,13.953398301415,0.0260583157939642
"188","EG1281",2.99204406364749,19.7368528265516,0.107240314822073
"189","EG1282",10.3598233995585,20.7439302825853,0.412025871623808
"190","EG1379",1.22300091911765,10.0992335386721,0.0159079343829667
"191","EG1380",3.15311572700297,16.1157379322708,0.0911283337819343
"192","EG1381",3.07183140397744,16.7221366806819,0.0922094046337492
"193","EG1382",14.5294117647059,21.8682745646057,0.613123251977267
"194","EG1479",1.31391423927991,4.66537207392197,0.00374100397393146
"195","EG1480",6.42831215970962,19.406081185657,0.235715391571063
"196","EG1481",3.06083650190114,18.2768995236698,0.101156467132937
"197","EG1482",2.7513611615245,11.2621439327271,0.0523509057163764
