UTM1X1,DN,area
EG0079,"7","87970"
EG0079,"9","100"
EG0079,"9","100"
EG0079,"4","701"
EG0079,"9","1601"
EG0079,"5","3203"
EG0079,"14","1201"
EG0079,"9","901"
EG0079,"7","17214"
EG0079,"20","1101"
EG0079,"9","600"
EG0079,"7","20416"
EG0079,"7","200"
EG0079,"9","400"
EG0079,"19","1001"
EG0079,"20","100"
EG0079,"20","100"
EG0079,"20","100"
EG0079,"19","100"
EG0079,"9","901"
EG0079,"9","100"
EG0079,"20","100"
EG0079,"19","1801"
EG0079,"20","100"
EG0079,"2","100"
EG0079,"19","30984"
EG0079,"19","14612"
EG0079,"9","3603"
EG0079,"2","200"
EG0079,"2","701"
EG0079,"20","2002"
EG0079,"19","100"
EG0079,"19","100"
EG0079,"19","1801"
EG0079,"19","100"
EG0079,"5","200"
EG0079,"7","27199"
EG0079,"7","2702"
EG0079,"9","4203"
EG0079,"19","20616"
EG0079,"20","1101"
EG0079,"19","100"
EG0079,"5","400"
EG0079,"5","1801"
EG0079,"7","100"
EG0079,"7","600"
EG0079,"19","6105"
EG0079,"5","4404"
EG0079,"7","1801"
EG0079,"19","172"
EG0079,"7","1401"
EG0079,"2","3303"
EG0079,"19","3303"
EG0079,"7","1201"
EG0079,"19","3303"
EG0079,"19","200"
EG0079,"19","5004"
EG0079,"6","9007"
EG0079,"19","1401"
EG0079,"2","1801"
EG0079,"20","200"
EG0079,"4","32314"
EG0079,"7","71157"
EG0079,"19","9908"
EG0079,"19","4704"
EG0079,"20","1801"
EG0079,"19","2502"
EG0079,"5","901"
EG0079,"20","100"
EG0079,"19","5394"
EG0079,"19","4945"
EG0079,"20","421743"
EG0179,"19","20563"
EG0179,"15","1255"
EG0179,"15","100"
EG0179,"20","4663"
EG0179,"9","400"
EG0179,"9","500"
EG0179,"20","100"
EG0179,"14","2402"
EG0179,"19","2902"
EG0179,"24","1801"
EG0179,"9","701"
EG0179,"20","100"
EG0179,"19","100"
EG0179,"20","100"
EG0179,"15","1401"
EG0179,"19","100"
EG0179,"16","3887"
EG0179,"20","21748"
EG0179,"9","400"
EG0179,"9","28"
EG0179,"9","701"
EG0179,"19","100"
EG0179,"19","100"
EG0179,"19","23960"
EG0179,"9","228"
EG0179,"19","200"
EG0179,"20","100"
EG0179,"20","11953"
EG0179,"20","29223"
EG0179,"7","1301"
EG0179,"19","30925"
EG0179,"20","6850"
EG0179,"20","1301"
EG0179,"7","2202"
EG0179,"4","172"
EG0179,"20","100"
EG0179,"20","100"
EG0179,"4","200"
EG0179,"20","100"
EG0179,"20","100"
EG0179,"19","52638"
EG0179,"6","1201"
EG0179,"19","2102"
EG0179,"20","600"
EG0179,"19","40873"
EG0179,"4","2102"
EG0179,"7","2502"
EG0179,"20","2202"
EG0179,"7","3303"
EG0179,"5","4904"
EG0179,"24","1301"
EG0179,"20","1401"
EG0179,"20","89972"
EG0179,"6","200"
EG0179,"20","100"
EG0179,"20","100"
EG0179,"5","1701"
EG0179,"20","100"
EG0179,"5","41934"
EG0179,"7","1524"
EG0179,"5","5805"
EG0179,"5","4804"
EG0179,"7","7206"
EG0179,"7","1501"
EG0179,"5","5104"
EG0179,"6","27022"
EG0179,"6","2902"
EG0179,"20","200"
EG0179,"5","100"
EG0179,"7","100"
EG0179,"5","200"
EG0179,"5","100"
EG0179,"7","3803"
EG0179,"7","100"
EG0179,"7","100"
EG0179,"7","100"
EG0179,"6","8607"
EG0179,"19","8234"
EG0179,"20","3603"
EG0179,"7","701"
EG0179,"5","100"
EG0179,"20","300"
EG0179,"6","400"
EG0179,"6","100"
EG0179,"20","200"
EG0179,"7","4003"
EG0179,"20","200"
EG0179,"20","300"
EG0179,"5","100"
EG0179,"20","200"
EG0179,"24","1501"
EG0179,"6","1501"
EG0179,"7","100"
EG0179,"5","100"
EG0179,"7","100"
EG0179,"19","9608"
EG0179,"6","6505"
EG0179,"7","3803"
EG0179,"20","600"
EG0179,"6","701"
EG0179,"5","8307"
EG0179,"7","2902"
EG0179,"5","2502"
EG0179,"7","100"
EG0179,"6","100"
EG0179,"23","200"
EG0179,"5","30624"
EG0179,"23","400"
EG0179,"20","100"
EG0179,"23","100"
EG0179,"20","100"
EG0179,"23","200"
EG0179,"23","100"
EG0179,"5","100"
EG0179,"20","100"
EG0179,"23","100"
EG0179,"5","100"
EG0179,"20","100"
EG0179,"23","100"
EG0179,"5","100"
EG0179,"20","100"
EG0179,"23","100"
EG0179,"5","100"
EG0179,"20","100"
EG0179,"9","2902"
EG0179,"5","1201"
EG0179,"5","100"
EG0179,"23","100"
EG0179,"5","100"
EG0179,"19","8006"
EG0179,"20","11559"
EG0179,"7","3603"
EG0179,"5","100"
EG0179,"19","3620"
EG0179,"19","100"
EG0179,"19","100"
EG0179,"19","100"
EG0179,"5","100"
EG0179,"19","200"
EG0179,"4","40533"
EG0179,"20","12317"
EG0179,"7","400"
EG0179,"5","15112"
EG0179,"19","100"
EG0179,"19","100"
EG0179,"20","100"
EG0179,"6","52442"
EG0179,"23","300"
EG0179,"19","4804"
EG0179,"23","701"
EG0179,"19","19616"
EG0179,"6","3303"
EG0179,"19","2102"
EG0179,"19","100"
EG0179,"7","100"
EG0179,"7","100"
EG0179,"19","100"
EG0179,"19","1201"
EG0179,"5","11209"
EG0179,"19","100"
EG0179,"19","1745"
EG0179,"19","100"
EG0179,"19","298"
EG0179,"20","220471"
EG0279,"20","51"
EG0279,"20","100"
EG0279,"20","100"
EG0279,"20","1912"
EG0279,"19","2094"
EG0279,"19","16413"
EG0279,"14","3303"
EG0279,"23","100"
EG0279,"23","200"
EG0279,"23","801"
EG0279,"4","600"
EG0279,"23","300"
EG0279,"4","200"
EG0279,"19","48005"
EG0279,"20","55"
EG0279,"19","3703"
EG0279,"4","28"
EG0279,"19","9012"
EG0279,"19","5004"
EG0279,"20","100"
EG0279,"19","100"
EG0279,"19","16113"
EG0279,"19","100"
EG0279,"19","100"
EG0279,"19","9107"
EG0279,"20","200"
EG0279,"19","901"
EG0279,"19","1101"
EG0279,"20","100"
EG0279,"24","2502"
EG0279,"19","6405"
EG0279,"24","2302"
EG0279,"23","901"
EG0279,"17","100"
EG0279,"16","100"
EG0279,"17","200"
EG0279,"17","400"
EG0279,"16","100"
EG0279,"20","100"
EG0279,"19","27757"
EG0279,"19","12310"
EG0279,"16","2702"
EG0279,"17","1101"
EG0279,"17","100"
EG0279,"17","901"
EG0279,"17","1301"
EG0279,"19","4704"
EG0279,"17","100"
EG0279,"20","2452"
EG0279,"19","2285"
EG0279,"4","29924"
EG0279,"4","7206"
EG0279,"16","11910"
EG0279,"20","200153"
EG0279,"19","35646"
EG0279,"19","3503"
EG0279,"4","300"
EG0279,"19","100"
EG0279,"20","2336"
EG0279,"20","200"
EG0279,"17","2102"
EG0279,"15","6005"
EG0279,"15","100"
EG0279,"4","2474"
EG0279,"19","7106"
EG0279,"24","417"
EG0279,"19","100"
EG0279,"16","100"
EG0279,"19","100"
EG0279,"20","100"
EG0279,"17","1101"
EG0279,"19","200"
EG0279,"20","100"
EG0279,"19","2202"
EG0279,"17","801"
EG0279,"19","100"
EG0279,"7","200"
EG0279,"17","100"
EG0279,"16","100"
EG0279,"19","100"
EG0279,"17","100"
EG0279,"17","100"
EG0279,"16","12610"
EG0279,"7","100"
EG0279,"19","1801"
EG0279,"19","49"
EG0279,"19","5847"
EG0279,"17","1145"
EG0279,"7","22786"
EG0279,"20","312584"
EG0279,"19","796"
EG0279,"20","139297"
EG0379,"19","51"
EG0379,"19","556"
EG0379,"24","13774"
EG0379,"19","19752"
EG0379,"20","100"
EG0379,"20","146"
EG0379,"24","33663"
EG0379,"19","34628"
EG0379,"5","6205"
EG0379,"19","8106"
EG0379,"19","9974"
EG0379,"19","1301"
EG0379,"14","300"
EG0379,"4","2513"
EG0379,"19","83"
EG0379,"20","300"
EG0379,"14","4604"
EG0379,"20","600"
EG0379,"20","4269"
EG0379,"20","100"
EG0379,"20","100"
EG0379,"20","100"
EG0379,"20","701"
EG0379,"20","200"
EG0379,"24","100"
EG0379,"4","228"
EG0379,"24","984"
EG0379,"9","1801"
EG0379,"9","100"
EG0379,"24","100"
EG0379,"9","2602"
EG0379,"23","2202"
EG0379,"9","100"
EG0379,"9","100"
EG0379,"7","31025"
EG0379,"9","2596"
EG0379,"19","2098"
EG0379,"7","995"
EG0379,"7","5609"
EG0379,"20","4982"
EG0379,"20","704948"
EG0379,"19","86883"
EG0379,"19","98"
EG0379,"4","11151"
EG0479,"16","100"
EG0479,"20","100"
EG0479,"19","2409"
EG0479,"16","3412"
EG0479,"17","903"
EG0479,"15","400"
EG0479,"15","903"
EG0479,"15","500"
EG0479,"2","200"
EG0479,"16","200"
EG0479,"16","100"
EG0479,"16","7506"
EG0479,"15","500"
EG0479,"5","565"
EG0479,"2","100"
EG0479,"16","701"
EG0479,"15","100"
EG0479,"20","100"
EG0479,"15","2102"
EG0479,"20","100"
EG0479,"16","801"
EG0479,"20","255"
EG0479,"15","100"
EG0479,"15","100"
EG0479,"2","1101"
EG0479,"16","100"
EG0479,"19","18715"
EG0479,"15","2602"
EG0479,"2","1501"
EG0479,"16","100"
EG0479,"16","100"
EG0479,"16","300"
EG0479,"16","100"
EG0479,"16","1101"
EG0479,"15","100"
EG0479,"2","1101"
EG0479,"15","200"
EG0479,"16","200"
EG0479,"15","3002"
EG0479,"2","200"
EG0479,"2","200"
EG0479,"20","100"
EG0479,"16","100"
EG0479,"15","12810"
EG0479,"24","164"
EG0479,"2","1701"
EG0479,"19","56267"
EG0479,"17","100"
EG0479,"16","1001"
EG0479,"17","400"
EG0479,"15","100"
EG0479,"7","600"
EG0479,"15","1501"
EG0479,"17","100"
EG0479,"14","100"
EG0479,"17","100"
EG0479,"2","200"
EG0479,"14","901"
EG0479,"15","100"
EG0479,"15","3603"
EG0479,"2","100"
EG0479,"17","300"
EG0479,"15","100"
EG0479,"2","300"
EG0479,"15","300"
EG0479,"19","100"
EG0479,"16","6705"
EG0479,"15","901"
EG0479,"16","300"
EG0479,"17","701"
EG0479,"15","100"
EG0479,"15","901"
EG0479,"16","100"
EG0479,"2","400"
EG0479,"15","300"
EG0479,"19","100"
EG0479,"15","100"
EG0479,"16","200"
EG0479,"20","100"
EG0479,"20","100"
EG0479,"15","2302"
EG0479,"17","100"
EG0479,"17","100"
EG0479,"16","100"
EG0479,"20","16413"
EG0479,"16","100"
EG0479,"16","100"
EG0479,"20","1301"
EG0479,"16","1201"
EG0479,"15","100"
EG0479,"16","200"
EG0479,"15","100"
EG0479,"17","6906"
EG0479,"19","9236"
EG0479,"20","1701"
EG0479,"15","13211"
EG0479,"19","1201"
EG0479,"19","13110"
EG0479,"20","100"
EG0479,"17","100"
EG0479,"17","4303"
EG0479,"7","5004"
EG0479,"17","1301"
EG0479,"15","200"
EG0479,"20","1201"
EG0479,"15","2302"
EG0479,"7","600"
EG0479,"19","100"
EG0479,"17","100"
EG0479,"19","100"
EG0479,"19","100"
EG0479,"20","100"
EG0479,"17","100"
EG0479,"17","100"
EG0479,"16","17614"
EG0479,"6","17414"
EG0479,"5","3703"
EG0479,"19","146"
EG0479,"15","901"
EG0479,"20","100"
EG0479,"19","100"
EG0479,"17","100"
EG0479,"19","600"
EG0479,"17","100"
EG0479,"5","10809"
EG0479,"20","1601"
EG0479,"19","100"
EG0479,"19","100"
EG0479,"15","100"
EG0479,"15","100"
EG0479,"19","300"
EG0479,"15","400"
EG0479,"16","600"
EG0479,"15","100"
EG0479,"17","5004"
EG0479,"17","3703"
EG0479,"16","1601"
EG0479,"15","1801"
EG0479,"19","100"
EG0479,"19","1101"
EG0479,"19","100"
EG0479,"20","100"
EG0479,"17","100"
EG0479,"17","100"
EG0479,"15","300"
EG0479,"19","100"
EG0479,"17","100"
EG0479,"19","100"
EG0479,"17","100"
EG0479,"15","4604"
EG0479,"15","1548"
EG0479,"19","100"
EG0479,"19","100"
EG0479,"20","100"
EG0479,"15","385"
EG0479,"19","100"
EG0479,"20","100"
EG0479,"20","100"
EG0479,"20","49"
EG0479,"24","496"
EG0479,"16","8155"
EG0479,"20","190487"
EG0479,"20","397"
EG0479,"20","160133"
EG0479,"19","336132"
EG0579,"19","3603"
EG0579,"5","7141"
EG0579,"20","100"
EG0579,"19","1902"
EG0579,"19","100"
EG0579,"20","100"
EG0579,"19","7206"
EG0579,"20","4404"
EG0579,"20","100"
EG0579,"20","1101"
EG0579,"20","600"
EG0579,"20","100"
EG0579,"19","903"
EG0579,"20","200"
EG0579,"19","4704"
EG0579,"20","100"
EG0579,"20","200"
EG0579,"19","901"
EG0579,"19","2702"
EG0579,"7","2302"
EG0579,"19","100"
EG0579,"9","4904"
EG0579,"20","100"
EG0579,"19","200"
EG0579,"19","400"
EG0579,"9","1501"
EG0579,"19","9079"
EG0579,"20","1301"
EG0579,"19","100"
EG0579,"19","27322"
EG0579,"20","100"
EG0579,"20","100"
EG0579,"20","2702"
EG0579,"20","100"
EG0579,"22","1020"
EG0579,"20","100"
EG0579,"24","1293"
EG0579,"20","4704"
EG0579,"19","8862"
EG0579,"7","701"
EG0579,"20","10008"
EG0579,"9","1001"
EG0579,"19","346313"
EG0579,"15","13"
EG0579,"19","1400"
EG0579,"20","49"
EG0579,"16","3894"
EG0579,"20","474332"
EG0579,"6","19560"
EG0579,"5","41094"
EG0679,"10","301"
EG0679,"7","1055"
EG0679,"17","1052"
EG0679,"5","2402"
EG0679,"17","1002"
EG0679,"17","801"
EG0679,"24","901"
EG0679,"17","300"
EG0679,"7","7806"
EG0679,"19","17214"
EG0679,"19","15952"
EG0679,"16","1001"
EG0679,"17","1301"
EG0679,"20","173"
EG0679,"19","247"
EG0679,"17","1501"
EG0679,"19","20416"
EG0679,"16","2302"
EG0679,"20","100"
EG0679,"20","6105"
EG0679,"17","400"
EG0679,"17","701"
EG0679,"19","7606"
EG0679,"17","901"
EG0679,"19","2502"
EG0679,"22","81"
EG0679,"15","8507"
EG0679,"24","1109"
EG0679,"19","574"
EG0679,"20","1301"
EG0679,"17","1902"
EG0679,"20","874"
EG0679,"15","420"
EG0679,"15","100"
EG0679,"15","200"
EG0679,"14","1101"
EG0679,"19","52888"
EG0679,"7","2702"
EG0679,"20","6705"
EG0679,"15","1801"
EG0679,"14","400"
EG0679,"14","1101"
EG0679,"19","73538"
EG0679,"7","1399"
EG0679,"14","950"
EG0679,"7","748"
EG0679,"14","599"
EG0679,"19","540"
EG0679,"6","90"
EG0679,"5","95450"
EG0679,"20","651695"
EG0779,"19","50"
EG0779,"7","2537"
EG0779,"20","801"
EG0779,"5","3423"
EG0779,"19","11412"
EG0779,"19","6305"
EG0779,"19","25581"
EG0779,"19","3203"
EG0779,"7","3403"
EG0779,"20","27"
EG0779,"19","654"
EG0779,"19","2502"
EG0779,"15","1201"
EG0779,"19","400"
EG0779,"19","5404"
EG0779,"15","100"
EG0779,"17","100"
EG0779,"16","1001"
EG0779,"20","100"
EG0779,"20","100"
EG0779,"7","901"
EG0779,"17","21017"
EG0779,"7","2902"
EG0779,"20","1001"
EG0779,"24","16813"
EG0779,"5","1301"
EG0779,"19","200"
EG0779,"20","3403"
EG0779,"20","100"
EG0779,"20","100"
EG0779,"20","9107"
EG0779,"20","200"
EG0779,"20","100"
EG0779,"23","200"
EG0779,"19","227"
EG0779,"20","27"
EG0779,"15","1081"
EG0779,"23","200"
EG0779,"19","54"
EG0779,"23","1001"
EG0779,"7","7306"
EG0779,"19","11509"
EG0779,"19","2602"
EG0779,"19","29363"
EG0779,"20","2401"
EG0779,"20","86"
EG0779,"7","48983"
EG0779,"19","101339"
EG0779,"17","7503"
EG0779,"20","661478"
EG0879,"9","351"
EG0879,"19","50"
EG0879,"7","1518"
EG0879,"19","400"
EG0879,"17","951"
EG0879,"19","1001"
EG0879,"19","200"
EG0879,"5","380"
EG0879,"19","701"
EG0879,"19","100"
EG0879,"19","600"
EG0879,"19","2902"
EG0879,"19","14913"
EG0879,"17","3703"
EG0879,"19","9671"
EG0879,"17","200"
EG0879,"5","321"
EG0879,"17","200"
EG0879,"17","100"
EG0879,"17","300"
EG0879,"19","4003"
EG0879,"19","300"
EG0879,"20","100"
EG0879,"17","1701"
EG0879,"19","801"
EG0879,"19","901"
EG0879,"19","200"
EG0879,"9","100"
EG0879,"24","66253"
EG0879,"9","44836"
EG0879,"9","63150"
EG0879,"7","3102"
EG0879,"17","5905"
EG0879,"23","3303"
EG0879,"20","1801"
EG0879,"23","200"
EG0879,"23","200"
EG0879,"9","10709"
EG0879,"9","48238"
EG0879,"6","9307"
EG0879,"14","1001"
EG0879,"20","200"
EG0879,"9","921"
EG0879,"5","132206"
EG0879,"9","7506"
EG0879,"20","100"
EG0879,"7","18415"
EG0879,"20","10909"
EG0879,"9","901"
EG0879,"9","100"
EG0879,"4","15960"
EG0879,"19","100"
EG0879,"20","4704"
EG0879,"20","901"
EG0879,"4","600"
EG0879,"19","100"
EG0879,"5","7006"
EG0879,"15","1101"
EG0879,"20","200"
EG0879,"20","100"
EG0879,"20","500"
EG0879,"4","5204"
EG0879,"20","100"
EG0879,"15","100"
EG0879,"20","100"
EG0879,"19","100288"
EG0879,"17","2202"
EG0879,"4","600"
EG0879,"20","100"
EG0879,"20","100"
EG0879,"23","1250"
EG0879,"11","1201"
EG0879,"20","100"
EG0879,"23","3252"
EG0879,"9","50"
EG0879,"20","1701"
EG0879,"20","163"
EG0879,"6","22088"
EG0879,"4","1350"
EG0879,"20","100"
EG0879,"20","275623"
EG0879,"7","75581"
EG0879,"5","2351"
EG0979,"23","250"
EG0979,"19","300"
EG0979,"17","50"
EG0979,"17","100"
EG0979,"15","37"
EG0979,"24","650"
EG0979,"19","100"
EG0979,"20","100"
EG0979,"20","100"
EG0979,"19","400"
EG0979,"20","200"
EG0979,"20","100"
EG0979,"14","300"
EG0979,"20","901"
EG0979,"20","100"
EG0979,"19","100"
EG0979,"20","100"
EG0979,"19","100"
EG0979,"20","100"
EG0979,"17","8207"
EG0979,"14","100"
EG0979,"20","100"
EG0979,"20","300"
EG0979,"14","2702"
EG0979,"17","100"
EG0979,"14","100"
EG0979,"14","100"
EG0979,"14","2902"
EG0979,"19","2138"
EG0979,"17","3002"
EG0979,"7","400"
EG0979,"14","200"
EG0979,"20","1201"
EG0979,"5","780"
EG0979,"17","100"
EG0979,"20","2002"
EG0979,"17","470"
EG0979,"19","91269"
EG0979,"17","3503"
EG0979,"14","1801"
EG0979,"20","100"
EG0979,"19","801"
EG0979,"19","100"
EG0979,"19","100"
EG0979,"19","3803"
EG0979,"19","3403"
EG0979,"19","1301"
EG0979,"20","200"
EG0979,"7","1101"
EG0979,"19","801"
EG0979,"19","1701"
EG0979,"10","66650"
EG0979,"15","2502"
EG0979,"23","300"
EG0979,"19","8006"
EG0979,"19","2902"
EG0979,"19","3002"
EG0979,"23","100"
EG0979,"19","2302"
EG0979,"20","100"
EG0979,"7","100"
EG0979,"7","400"
EG0979,"23","3102"
EG0979,"14","2302"
EG0979,"23","3002"
EG0979,"9","2202"
EG0979,"4","16060"
EG0979,"14","2102"
EG0979,"14","1849"
EG0979,"22","1101"
EG0979,"24","3203"
EG0979,"15","2002"
EG0979,"9","3703"
EG0979,"19","701"
EG0979,"19","300"
EG0979,"7","3703"
EG0979,"19","2502"
EG0979,"5","6605"
EG0979,"9","100"
EG0979,"15","1601"
EG0979,"15","100"
EG0979,"9","880"
EG0979,"9","2202"
EG0979,"19","7706"
EG0979,"19","4203"
EG0979,"20","200"
EG0979,"19","1001"
EG0979,"14","400"
EG0979,"10","901"
EG0979,"14","300"
EG0979,"20","100"
EG0979,"14","200"
EG0979,"20","100"
EG0979,"20","12710"
EG0979,"16","1301"
EG0979,"15","3603"
EG0979,"14","100"
EG0979,"20","100"
EG0979,"19","1101"
EG0979,"5","1101"
EG0979,"4","6558"
EG0979,"7","9107"
EG0979,"19","600"
EG0979,"19","200"
EG0979,"19","100"
EG0979,"20","200"
EG0979,"20","100"
EG0979,"10","516"
EG0979,"20","100"
EG0979,"19","3753"
EG0979,"6","1530"
EG0979,"19","28673"
EG0979,"20","351058"
EG0979,"7","32000"
EG0979,"20","246518"
EG1079,"14","249"
EG1079,"14","150"
EG1079,"15","63"
EG1079,"14","99"
EG1079,"5","1701"
EG1079,"20","708"
EG1079,"2","6851"
EG1079,"14","2102"
EG1079,"10","1501"
EG1079,"14","100"
EG1079,"10","100"
EG1079,"14","2202"
EG1079,"14","400"
EG1079,"4","100"
EG1079,"14","100"
EG1079,"4","100"
EG1079,"14","100"
EG1079,"17","200"
EG1079,"14","4504"
EG1079,"20","100"
EG1079,"14","11084"
EG1079,"17","23700"
EG1079,"20","400"
EG1079,"15","901"
EG1079,"17","100"
EG1079,"20","100"
EG1079,"10","6906"
EG1079,"14","4003"
EG1079,"4","1701"
EG1079,"14","13511"
EG1079,"10","600"
EG1079,"20","100"
EG1079,"4","400"
EG1079,"20","1201"
EG1079,"14","1201"
EG1079,"20","100"
EG1079,"14","100"
EG1079,"4","500"
EG1079,"2","100"
EG1079,"10","100"
EG1079,"2","100"
EG1079,"14","100"
EG1079,"4","1201"
EG1079,"2","300"
EG1079,"14","701"
EG1079,"10","200"
EG1079,"19","7706"
EG1079,"5","4504"
EG1079,"10","444"
EG1079,"2","200"
EG1079,"14","200"
EG1079,"23","1301"
EG1079,"2","100"
EG1079,"14","100"
EG1079,"2","100"
EG1079,"14","100"
EG1079,"14","4404"
EG1079,"4","1001"
EG1079,"2","300"
EG1079,"2","100"
EG1079,"10","100"
EG1079,"10","250787"
EG1079,"10","6605"
EG1079,"9","200"
EG1079,"14","1101"
EG1079,"9","901"
EG1079,"10","25020"
EG1079,"10","1801"
EG1079,"4","28223"
EG1079,"14","1554"
EG1079,"19","2902"
EG1079,"20","100"
EG1079,"20","100"
EG1079,"19","1501"
EG1079,"20","100"
EG1079,"19","2824"
EG1079,"19","74"
EG1079,"19","100"
EG1079,"19","30072"
EG1079,"20","100"
EG1079,"19","600"
EG1079,"19","600"
EG1079,"19","300"
EG1079,"20","100"
EG1079,"19","100"
EG1079,"19","1301"
EG1079,"20","200"
EG1079,"20","300"
EG1079,"20","200"
EG1079,"20","200"
EG1079,"19","3403"
EG1079,"20","100"
EG1079,"7","801"
EG1079,"10","146903"
EG1079,"20","651"
EG1079,"19","2153"
EG1079,"2","19577"
EG1079,"19","101088"
EG1079,"20","8614"
EG1079,"20","248046"
EG1179,"10","50"
EG1179,"5","249"
EG1179,"9","348"
EG1179,"2","1248"
EG1179,"10","699"
EG1179,"2","450"
EG1179,"20","2738"
EG1179,"2","100"
EG1179,"7","1001"
EG1179,"9","950"
EG1179,"7","1650"
EG1179,"7","100"
EG1179,"2","100"
EG1179,"9","600"
EG1179,"2","2801"
EG1179,"9","2700"
EG1179,"7","500"
EG1179,"7","100"
EG1179,"9","100"
EG1179,"6","2700"
EG1179,"2","701"
EG1179,"9","100"
EG1179,"2","200"
EG1179,"6","100"
EG1179,"2","1101"
EG1179,"9","100"
EG1179,"6","3052"
EG1179,"2","901"
EG1179,"2","600"
EG1179,"2","7220"
EG1179,"7","801"
EG1179,"2","100"
EG1179,"5","100"
EG1179,"2","500"
EG1179,"9","3203"
EG1179,"7","701"
EG1179,"7","4203"
EG1179,"5","100"
EG1179,"6","2002"
EG1179,"7","2952"
EG1179,"5","6505"
EG1179,"2","1801"
EG1179,"5","1902"
EG1179,"7","200"
EG1179,"5","20011"
EG1179,"5","100"
EG1179,"2","11009"
EG1179,"5","500"
EG1179,"7","2302"
EG1179,"6","100"
EG1179,"5","200"
EG1179,"7","2402"
EG1179,"14","53213"
EG1179,"2","3303"
EG1179,"6","70802"
EG1179,"5","16313"
EG1179,"7","200"
EG1179,"7","100"
EG1179,"9","500"
EG1179,"9","6505"
EG1179,"9","200"
EG1179,"9","100"
EG1179,"9","100"
EG1179,"2","701"
EG1179,"10","2302"
EG1179,"9","2102"
EG1179,"2","100"
EG1179,"2","300"
EG1179,"2","100"
EG1179,"22","4003"
EG1179,"2","100"
EG1179,"9","2902"
EG1179,"10","47895"
EG1179,"10","23619"
EG1179,"2","200"
EG1179,"10","701"
EG1179,"2","3503"
EG1179,"2","300"
EG1179,"2","100"
EG1179,"2","200"
EG1179,"2","400"
EG1179,"9","4103"
EG1179,"7","2102"
EG1179,"22","1601"
EG1179,"9","1501"
EG1179,"2","200"
EG1179,"14","300"
EG1179,"14","100"
EG1179,"2","1101"
EG1179,"14","100"
EG1179,"14","2802"
EG1179,"7","100"
EG1179,"7","100"
EG1179,"14","100"
EG1179,"10","100"
EG1179,"20","100"
EG1179,"9","2902"
EG1179,"5","96828"
EG1179,"14","901"
EG1179,"10","200"
EG1179,"14","200"
EG1179,"10","1801"
EG1179,"23","1701"
EG1179,"20","100"
EG1179,"20","100"
EG1179,"14","2902"
EG1179,"14","2602"
EG1179,"5","7268"
EG1179,"9","2402"
EG1179,"19","479"
EG1179,"19","126"
EG1179,"19","52"
EG1179,"9","100"
EG1179,"2","701"
EG1179,"9","1001"
EG1179,"19","5805"
EG1179,"10","200"
EG1179,"14","100"
EG1179,"9","600"
EG1179,"9","200"
EG1179,"2","100"
EG1179,"2","200"
EG1179,"10","100"
EG1179,"14","1101"
EG1179,"14","100"
EG1179,"14","100"
EG1179,"14","100"
EG1179,"14","2302"
EG1179,"10","101981"
EG1179,"14","13711"
EG1179,"22","200"
EG1179,"15","2002"
EG1179,"20","600"
EG1179,"14","74"
EG1179,"2","4470"
EG1179,"9","4904"
EG1179,"14","200"
EG1179,"9","200"
EG1179,"22","2302"
EG1179,"9","200"
EG1179,"14","1001"
EG1179,"9","200"
EG1179,"2","100"
EG1179,"14","2104"
EG1179,"15","903"
EG1179,"7","30320"
EG1179,"14","13284"
EG1179,"2","65804"
EG1179,"19","35585"
EG1179,"10","55862"
EG1179,"20","181193"
EG1279,"7","248"
EG1279,"14","348"
EG1279,"22","50"
EG1279,"20","100"
EG1279,"9","100"
EG1279,"20","5644"
EG1279,"20","449"
EG1279,"19","2048"
EG1279,"14","2402"
EG1279,"22","300"
EG1279,"14","200"
EG1279,"19","1750"
EG1279,"9","100"
EG1279,"9","3303"
EG1279,"6","1301"
EG1279,"19","4399"
EG1279,"19","200"
EG1279,"9","100"
EG1279,"19","2249"
EG1279,"22","1001"
EG1279,"19","349"
EG1279,"6","5301"
EG1279,"7","17514"
EG1279,"19","4404"
EG1279,"2","1133"
EG1279,"19","3503"
EG1279,"7","2502"
EG1279,"24","1401"
EG1279,"20","6309"
EG1279,"14","1401"
EG1279,"5","34628"
EG1279,"11","4404"
EG1279,"6","901"
EG1279,"19","6299"
EG1279,"5","9508"
EG1279,"7","2502"
EG1279,"5","1301"
EG1279,"9","1801"
EG1279,"20","172024"
EG1279,"7","349"
EG1279,"11","1001"
EG1279,"6","4003"
EG1279,"5","3102"
EG1279,"7","3803"
EG1279,"6","1701"
EG1279,"5","200"
EG1279,"6","48939"
EG1279,"5","35829"
EG1279,"5","50784"
EG1279,"5","20595"
EG1279,"5","1301"
EG1279,"4","11154"
EG1279,"6","19215"
EG1279,"7","4003"
EG1279,"7","749"
EG1279,"5","27660"
EG1279,"6","1701"
EG1279,"5","397"
EG1279,"9","74"
EG1279,"7","2202"
EG1279,"6","100"
EG1279,"5","3603"
EG1279,"6","100"
EG1279,"9","1323"
EG1279,"9","200"
EG1279,"6","100"
EG1279,"6","28823"
EG1279,"6","200"
EG1279,"6","100"
EG1279,"9","200"
EG1279,"9","100"
EG1279,"9","200"
EG1279,"9","200"
EG1279,"5","2502"
EG1279,"6","100"
EG1279,"6","100"
EG1279,"9","400"
EG1279,"9","400"
EG1279,"5","32126"
EG1279,"5","5204"
EG1279,"5","4504"
EG1279,"14","26"
EG1279,"9","200"
EG1279,"2","74493"
