UTM1X1,DN,area
EG0082,"17","100"
EG0082,"19","3603"
EG0082,"19","901"
EG0082,"20","500"
EG0082,"20","100"
EG0082,"19","3303"
EG0082,"20","200"
EG0082,"4","1001"
EG0082,"4","100"
EG0082,"7","100"
EG0082,"17","1201"
EG0082,"5","701"
EG0082,"4","801"
EG0082,"4","200"
EG0082,"7","2002"
EG0082,"19","1601"
EG0082,"19","7079"
EG0082,"19","24119"
EG0082,"19","32826"
EG0082,"16","792"
EG0082,"16","801"
EG0082,"17","100"
EG0082,"16","100"
EG0082,"17","300"
EG0082,"16","400"
EG0082,"17","1447"
EG0082,"20","400"
EG0082,"16","100"
EG0082,"16","100"
EG0082,"15","2102"
EG0082,"15","100"
EG0082,"16","300"
EG0082,"16","8707"
EG0082,"15","200"
EG0082,"15","100"
EG0082,"16","100"
EG0082,"20","100"
EG0082,"20","100"
EG0082,"19","100"
EG0082,"20","100"
EG0082,"19","100"
EG0082,"19","34983"
EG0082,"20","580723"
EG0082,"20","300"
EG0082,"14","1501"
EG0082,"17","47638"
EG0082,"17","1110"
EG0082,"20","100"
EG0082,"17","1401"
EG0082,"20","100"
EG0082,"20","297"
EG0082,"17","300"
EG0082,"5","497"
EG0082,"17","48"
EG0082,"19","5249"
EG0082,"19","12337"
EG0082,"17","145"
EG0082,"7","2087"
EG0082,"17","145"
EG0082,"20","206857"
EG0182,"17","100"
EG0182,"2","100"
EG0182,"20","300"
EG0182,"17","100"
EG0182,"2","100"
EG0182,"17","300"
EG0182,"2","100"
EG0182,"17","400"
EG0182,"2","400"
EG0182,"16","1701"
EG0182,"17","200"
EG0182,"7","5104"
EG0182,"2","500"
EG0182,"17","200"
EG0182,"17","100"
EG0182,"2","200"
EG0182,"17","200"
EG0182,"16","1101"
EG0182,"16","100"
EG0182,"16","100"
EG0182,"7","4896"
EG0182,"16","2402"
EG0182,"17","1201"
EG0182,"2","400"
EG0182,"17","701"
EG0182,"17","100"
EG0182,"16","100"
EG0182,"2","701"
EG0182,"17","100"
EG0182,"17","100"
EG0182,"2","200"
EG0182,"17","100"
EG0182,"17","901"
EG0182,"17","1601"
EG0182,"17","500"
EG0182,"16","500"
EG0182,"16","100"
EG0182,"16","100"
EG0182,"17","100"
EG0182,"16","24019"
EG0182,"17","100"
EG0182,"16","100"
EG0182,"17","100"
EG0182,"16","100"
EG0182,"14","1201"
EG0182,"19","5030"
EG0182,"19","6419"
EG0182,"17","100"
EG0182,"16","200"
EG0182,"14","100"
EG0182,"17","4704"
EG0182,"14","500"
EG0182,"17","600"
EG0182,"14","600"
EG0182,"2","100"
EG0182,"2","200"
EG0182,"17","100"
EG0182,"20","97748"
EG0182,"17","31625"
EG0182,"16","7515"
EG0182,"2","1601"
EG0182,"17","100"
EG0182,"19","6405"
EG0182,"10","600"
EG0182,"4","73"
EG0182,"17","255"
EG0182,"4","400"
EG0182,"10","246"
EG0182,"17","2302"
EG0182,"10","400"
EG0182,"4","373"
EG0182,"10","100"
EG0182,"4","701"
EG0182,"4","400"
EG0182,"10","701"
EG0182,"15","1001"
EG0182,"20","200"
EG0182,"10","400"
EG0182,"4","701"
EG0182,"4","1201"
EG0182,"10","200"
EG0182,"16","100"
EG0182,"10","400"
EG0182,"15","100"
EG0182,"4","701"
EG0182,"10","200"
EG0182,"20","100"
EG0182,"10","100"
EG0182,"20","100"
EG0182,"4","1201"
EG0182,"4","400"
EG0182,"15","100"
EG0182,"10","100"
EG0182,"15","400"
EG0182,"4","701"
EG0182,"4","701"
EG0182,"15","100"
EG0182,"4","400"
EG0182,"15","100"
EG0182,"19","500"
EG0182,"19","12555"
EG0182,"4","400"
EG0182,"15","701"
EG0182,"15","200"
EG0182,"5","2802"
EG0182,"15","100"
EG0182,"19","1201"
EG0182,"15","400"
EG0182,"4","701"
EG0182,"15","200"
EG0182,"7","801"
EG0182,"7","400"
EG0182,"4","701"
EG0182,"15","200"
EG0182,"15","400"
EG0182,"4","400"
EG0182,"15","100"
EG0182,"7","1201"
EG0182,"20","300"
EG0182,"15","200"
EG0182,"15","100"
EG0182,"20","400"
EG0182,"4","701"
EG0182,"15","200"
EG0182,"20","175482"
EG0182,"16","1566"
EG0182,"17","2231"
EG0182,"4","1201"
EG0182,"4","400"
EG0182,"20","701"
EG0182,"4","701"
EG0182,"4","701"
EG0182,"4","400"
EG0182,"14","701"
EG0182,"14","400"
EG0182,"4","701"
EG0182,"19","3403"
EG0182,"4","701"
EG0182,"14","100"
EG0182,"14","400"
EG0182,"4","400"
EG0182,"14","100"
EG0182,"4","400"
EG0182,"20","300"
EG0182,"14","100"
EG0182,"20","400"
EG0182,"4","701"
EG0182,"4","701"
EG0182,"4","400"
EG0182,"19","100"
EG0182,"4","400"
EG0182,"20","701"
EG0182,"19","100"
EG0182,"19","100"
EG0182,"20","600"
EG0182,"14","400"
EG0182,"4","701"
EG0182,"19","200"
EG0182,"5","2902"
EG0182,"17","5596"
EG0182,"4","701"
EG0182,"14","200"
EG0182,"14","100"
EG0182,"20","100"
EG0182,"14","100"
EG0182,"14","100"
EG0182,"19","100"
EG0182,"20","100"
EG0182,"14","100"
EG0182,"14","200"
EG0182,"19","100"
EG0182,"17","797"
EG0182,"20","297"
EG0182,"4","1097"
EG0182,"19","48"
EG0182,"4","845"
EG0182,"19","23385"
EG0182,"20","372407"
EG0182,"20","132163"
EG0282,"19","701"
EG0282,"4","300"
EG0282,"14","901"
EG0282,"15","100"
EG0282,"20","100"
EG0282,"20","1001"
EG0282,"4","901"
EG0282,"14","200"
EG0282,"4","200"
EG0282,"4","1201"
EG0282,"20","4203"
EG0282,"20","3102"
EG0282,"14","1501"
EG0282,"19","23619"
EG0282,"19","100"
EG0282,"15","2502"
EG0282,"20","100"
EG0282,"14","100"
EG0282,"15","300"
EG0282,"4","701"
EG0282,"24","4003"
EG0282,"20","3803"
EG0282,"4","400"
EG0282,"14","801"
EG0282,"14","300"
EG0282,"20","100"
EG0282,"16","100"
EG0282,"15","1601"
EG0282,"20","100"
EG0282,"4","701"
EG0282,"15","100"
EG0282,"7","108"
EG0282,"20","4504"
EG0282,"20","901"
EG0282,"20","100"
EG0282,"20","801"
EG0282,"17","901"
EG0282,"20","100"
EG0282,"15","701"
EG0282,"20","100"
EG0282,"20","500"
EG0282,"20","100"
EG0282,"14","100"
EG0282,"14","100"
EG0282,"4","1201"
EG0282,"20","1101"
EG0282,"20","400"
EG0282,"7","2502"
EG0282,"4","10308"
EG0282,"20","100"
EG0282,"5","1401"
EG0282,"5","6251"
EG0282,"14","4103"
EG0282,"20","100"
EG0282,"9","1001"
EG0282,"4","1201"
EG0282,"20","100"
EG0282,"16","801"
EG0282,"15","100"
EG0282,"20","100"
EG0282,"16","4604"
EG0282,"15","100"
EG0282,"4","1201"
EG0282,"16","1001"
EG0282,"20","100"
EG0282,"20","3303"
EG0282,"20","2002"
EG0282,"19","4003"
EG0282,"20","100"
EG0282,"17","100"
EG0282,"19","100"
EG0282,"20","100"
EG0282,"4","701"
EG0282,"17","100"
EG0282,"5","2102"
EG0282,"19","100"
EG0282,"19","100"
EG0282,"20","100"
EG0282,"17","100"
EG0282,"24","100"
EG0282,"19","100"
EG0282,"20","901"
EG0282,"20","100"
EG0282,"4","400"
EG0282,"17","100"
EG0282,"19","100"
EG0282,"20","100"
EG0282,"17","100"
EG0282,"17","100"
EG0282,"4","7306"
EG0282,"19","901"
EG0282,"4","701"
EG0282,"17","1501"
EG0282,"17","100"
EG0282,"17","100"
EG0282,"15","6105"
EG0282,"7","12922"
EG0282,"19","89658"
EG0282,"4","400"
EG0282,"16","6906"
EG0282,"17","100"
EG0282,"4","600"
EG0282,"15","1201"
EG0282,"17","801"
EG0282,"4","400"
EG0282,"4","701"
EG0282,"20","2802"
EG0282,"19","3603"
EG0282,"4","901"
EG0282,"14","400"
EG0282,"20","26651"
EG0282,"19","3403"
EG0282,"4","1201"
EG0282,"9","1401"
EG0282,"19","100"
EG0282,"4","400"
EG0282,"20","701"
EG0282,"14","500"
EG0282,"19","300"
EG0282,"20","400"
EG0282,"4","628"
EG0282,"19","400"
EG0282,"20","100"
EG0282,"17","400"
EG0282,"4","1201"
EG0282,"20","100"
EG0282,"10","54"
EG0282,"24","125892"
EG0282,"19","2502"
EG0282,"4","327"
EG0282,"20","100"
EG0282,"20","100"
EG0282,"19","73"
EG0282,"16","7606"
EG0282,"16","100"
EG0282,"16","801"
EG0282,"16","200"
EG0282,"17","100"
EG0282,"14","100"
EG0282,"19","55645"
EG0282,"16","9343"
EG0282,"17","7977"
EG0282,"5","493"
EG0282,"16","2802"
EG0282,"9","6005"
EG0282,"16","400"
EG0282,"15","100"
EG0282,"23","16760"
EG0282,"14","7106"
EG0282,"16","1001"
EG0282,"16","100"
EG0282,"19","7744"
EG0282,"20","100"
EG0282,"16","1902"
EG0282,"17","1601"
EG0282,"2","200"
EG0282,"20","801"
EG0282,"20","100"
EG0282,"15","100"
EG0282,"2","998"
EG0282,"16","48"
EG0282,"20","97"
EG0282,"7","12728"
EG0282,"19","73024"
EG0282,"7","1546"
EG0282,"20","1094"
EG0282,"15","15745"
EG0282,"19","1988"
EG0282,"20","19612"
EG0282,"20","318794"
EG0382,"24","3002"
EG0382,"23","3449"
EG0382,"23","52042"
EG0382,"20","11409"
EG0382,"5","54"
EG0382,"19","2869"
EG0382,"7","989"
EG0382,"20","801"
EG0382,"24","120906"
EG0382,"14","901"
EG0382,"19","24820"
EG0382,"19","6832"
EG0382,"19","203076"
EG0382,"20","100"
EG0382,"20","200"
EG0382,"19","9708"
EG0382,"20","200"
EG0382,"23","100"
EG0382,"23","100"
EG0382,"20","100"
EG0382,"23","100"
EG0382,"19","100"
EG0382,"20","100"
EG0382,"20","100"
EG0382,"20","100"
EG0382,"19","100"
EG0382,"20","100"
EG0382,"19","18515"
EG0382,"5","909"
EG0382,"5","2302"
EG0382,"20","100"
EG0382,"20","100"
EG0382,"23","754"
EG0382,"19","32626"
EG0382,"19","600"
EG0382,"19","3865"
EG0382,"20","100"
EG0382,"5","4103"
EG0382,"19","7252"
EG0382,"9","5291"
EG0382,"22","12796"
EG0382,"7","6213"
EG0382,"7","693"
EG0382,"20","457092"
EG0482,"19","300"
EG0482,"20","901"
EG0482,"19","1501"
EG0482,"11","200"
EG0482,"23","153"
EG0482,"14","2602"
EG0482,"9","15412"
EG0482,"19","10709"
EG0482,"23","4303"
EG0482,"19","400"
EG0482,"20","100"
EG0482,"11","1001"
EG0482,"19","400"
EG0482,"11","4003"
EG0482,"7","5104"
EG0482,"19","500"
EG0482,"20","100"
EG0482,"19","6305"
EG0482,"20","100"
EG0482,"19","100"
EG0482,"19","100"
EG0482,"19","1401"
EG0482,"19","1301"
EG0482,"20","200"
EG0482,"19","1835"
EG0482,"19","1101"
EG0482,"20","100"
EG0482,"19","12810"
EG0482,"20","901"
EG0482,"20","100"
EG0482,"20","100"
EG0482,"20","701"
EG0482,"20","100"
EG0482,"19","100"
EG0482,"22","868"
EG0482,"20","200"
EG0482,"20","1201"
EG0482,"20","300"
EG0482,"20","901"
EG0482,"19","63738"
EG0482,"19","1101"
EG0482,"19","1301"
EG0482,"20","100"
EG0482,"24","16613"
EG0482,"20","901"
EG0482,"20","100"
EG0482,"20","1701"
EG0482,"20","100"
EG0482,"20","901"
EG0482,"20","35028"
EG0482,"7","3249"
EG0482,"24","3400"
EG0482,"9","8314"
EG0482,"19","645"
EG0482,"20","97"
EG0482,"23","544"
EG0482,"19","1357"
EG0482,"19","415065"
EG0482,"20","349823"
EG0482,"20","13098"
EG0582,"20","100"
EG0582,"20","200"
EG0582,"20","1101"
EG0582,"20","100"
EG0582,"20","7206"
EG0582,"23","41633"
EG0582,"20","1401"
EG0582,"19","300"
EG0582,"19","100"
EG0582,"19","2802"
EG0582,"20","148"
EG0582,"19","100"
EG0582,"19","100"
EG0582,"19","1501"
EG0582,"19","1701"
EG0582,"19","200"
EG0582,"19","400"
EG0582,"19","100"
EG0582,"14","11009"
EG0582,"19","6405"
EG0582,"23","1701"
EG0582,"22","6838"
EG0582,"20","200"
EG0582,"14","901"
EG0582,"14","2302"
EG0582,"20","200"
EG0582,"20","92974"
EG0582,"14","4404"
EG0582,"20","200"
EG0582,"20","200"
EG0582,"20","100"
EG0582,"20","100"
EG0582,"17","500"
EG0582,"20","1001"
EG0582,"23","5204"
EG0582,"17","500"
EG0582,"17","100"
EG0582,"14","100"
EG0582,"20","1501"
EG0582,"20","1401"
EG0582,"20","147"
EG0582,"20","869"
EG0582,"20","100"
EG0582,"20","3002"
EG0582,"20","1201"
EG0582,"20","100"
EG0582,"20","100"
EG0582,"19","200"
EG0582,"19","100"
EG0582,"19","100"
EG0582,"20","300"
EG0582,"19","100"
EG0582,"19","200"
EG0582,"20","100"
EG0582,"20","100"
EG0582,"19","100"
EG0582,"20","200"
EG0582,"19","100"
EG0582,"20","100"
EG0582,"20","500"
EG0582,"19","1902"
EG0582,"19","100"
EG0582,"20","1201"
EG0582,"20","100"
EG0582,"19","1801"
EG0582,"20","100"
EG0582,"20","100"
EG0582,"19","901"
EG0582,"20","1701"
EG0582,"20","100"
EG0582,"5","2100"
EG0582,"20","100"
EG0582,"7","1395"
EG0582,"19","49"
EG0582,"19","299547"
EG0582,"19","149692"
EG0582,"20","76744"
EG0582,"20","253328"
EG0682,"19","1201"
EG0682,"20","200"
EG0682,"19","3872"
EG0682,"19","12110"
EG0682,"20","100"
EG0682,"20","901"
EG0682,"20","400"
EG0682,"19","2602"
EG0682,"19","100"
EG0682,"19","100"
EG0682,"20","13110"
EG0682,"20","200"
EG0682,"20","100"
EG0682,"20","100"
EG0682,"20","7759"
EG0682,"19","42334"
EG0682,"20","100"
EG0682,"20","100"
EG0682,"20","100"
EG0682,"20","100"
EG0682,"20","200"
EG0682,"20","100"
EG0682,"20","100"
EG0682,"20","100"
EG0682,"24","1401"
EG0682,"20","200"
EG0682,"10","2202"
EG0682,"20","100"
EG0682,"20","2802"
EG0682,"20","400"
EG0682,"20","100"
EG0682,"20","100"
EG0682,"20","500"
EG0682,"19","15813"
EG0682,"19","1001"
EG0682,"5","5004"
EG0682,"20","200"
EG0682,"19","701"
EG0682,"7","1701"
EG0682,"20","100"
EG0682,"19","2102"
EG0682,"20","100"
EG0682,"20","100"
EG0682,"20","600"
EG0682,"7","3203"
EG0682,"5","2602"
EG0682,"19","13211"
EG0682,"19","8407"
EG0682,"20","5205"
EG0682,"19","100"
EG0682,"20","2955"
EG0682,"20","11641"
EG0682,"19","300"
EG0682,"20","100"
EG0682,"20","100"
EG0682,"20","200"
EG0682,"19","2902"
EG0682,"20","3603"
EG0682,"19","14857"
EG0682,"20","446304"
EG0682,"19","358739"
EG0782,"20","100"
EG0782,"19","400"
EG0782,"19","2602"
EG0782,"19","1932"
EG0782,"19","3403"
EG0782,"19","7828"
EG0782,"14","1501"
EG0782,"19","100"
EG0782,"19","100"
EG0782,"19","1701"
EG0782,"19","2202"
EG0782,"19","200"
EG0782,"19","1701"
EG0782,"17","1501"
EG0782,"19","1601"
EG0782,"19","100"
EG0782,"17","100"
EG0782,"16","2002"
EG0782,"16","1902"
EG0782,"7","9007"
EG0782,"5","2702"
EG0782,"17","2102"
EG0782,"19","8407"
EG0782,"16","3503"
EG0782,"19","100"
EG0782,"20","100"
EG0782,"19","1001"
EG0782,"19","44235"
EG0782,"19","9608"
EG0782,"5","2702"
EG0782,"17","300"
EG0782,"19","200"
EG0782,"17","500"
EG0782,"19","100"
EG0782,"17","100"
EG0782,"19","1201"
EG0782,"20","1201"
EG0782,"19","4804"
EG0782,"17","100"
EG0782,"19","100"
EG0782,"17","74"
EG0782,"17","1401"
EG0782,"16","4404"
EG0782,"19","7906"
EG0782,"16","4303"
EG0782,"19","100"
EG0782,"19","33767"
EG0782,"17","2502"
EG0782,"17","1001"
EG0782,"16","1049"
EG0782,"17","2402"
EG0782,"17","100"
EG0782,"17","200"
EG0782,"15","1401"
EG0782,"15","100"
EG0782,"17","200"
EG0782,"20","13010"
EG0782,"20","3002"
EG0782,"17","801"
EG0782,"15","500"
EG0782,"17","600"
EG0782,"19","1201"
EG0782,"17","200"
EG0782,"20","2302"
EG0782,"14","1301"
EG0782,"17","200"
EG0782,"17","300"
EG0782,"17","100"
EG0782,"16","1801"
EG0782,"19","1301"
EG0782,"19","701"
EG0782,"17","300"
EG0782,"19","2502"
EG0782,"19","2702"
EG0782,"17","1902"
EG0782,"20","1401"
EG0782,"17","1902"
EG0782,"17","100"
EG0782,"17","100"
EG0782,"17","801"
EG0782,"14","400"
EG0782,"17","400"
EG0782,"17","200"
EG0782,"17","5304"
EG0782,"19","1801"
EG0782,"17","2401"
EG0782,"16","14111"
EG0782,"17","2198"
EG0782,"14","1001"
EG0782,"17","1301"
EG0782,"16","100"
EG0782,"17","500"
EG0782,"19","200"
EG0782,"20","801"
EG0782,"20","100"
EG0782,"17","100"
EG0782,"14","100"
EG0782,"14","3001"
EG0782,"17","349"
EG0782,"20","399"
EG0782,"16","24268"
EG0782,"16","2150"
EG0782,"19","55339"
EG0782,"20","249"
EG0782,"20","621085"
EG0782,"19","34919"
EG0882,"19","1101"
EG0882,"19","749"
EG0882,"19","100"
EG0882,"19","100"
EG0882,"19","4604"
EG0882,"19","5304"
EG0882,"17","1902"
EG0882,"19","2102"
EG0882,"20","100"
EG0882,"19","400"
EG0882,"19","678"
EG0882,"20","9701"
EG0882,"19","100"
EG0882,"19","2402"
EG0882,"19","2102"
EG0882,"19","901"
EG0882,"20","1601"
EG0882,"20","100"
EG0882,"16","1601"
EG0882,"20","100"
EG0882,"17","3102"
EG0882,"19","2202"
EG0882,"20","100"
EG0882,"17","1601"
EG0882,"20","100"
EG0882,"17","100"
EG0882,"20","300"
EG0882,"17","300"
EG0882,"17","901"
EG0882,"19","8207"
EG0882,"19","51476"
EG0882,"16","2102"
EG0882,"19","771"
EG0882,"19","100"
EG0882,"19","100"
EG0882,"19","100"
EG0882,"19","100"
EG0882,"19","100"
EG0882,"15","1701"
EG0882,"19","4704"
EG0882,"19","100"
EG0882,"17","126"
EG0882,"16","200"
EG0882,"17","100"
EG0882,"17","3803"
EG0882,"17","1401"
EG0882,"19","100"
EG0882,"19","297"
EG0882,"16","1601"
EG0882,"19","1501"
EG0882,"17","1701"
EG0882,"19","200"
EG0882,"17","300"
EG0882,"16","100"
EG0882,"20","5940"
EG0882,"19","2862"
EG0882,"16","801"
EG0882,"15","801"
EG0882,"19","600"
EG0882,"19","1001"
EG0882,"17","100"
EG0882,"15","100"
EG0882,"16","10460"
EG0882,"17","100"
EG0882,"19","100"
EG0882,"17","701"
EG0882,"16","1401"
EG0882,"19","100"
EG0882,"20","100"
EG0882,"17","1001"
EG0882,"19","100"
EG0882,"20","500"
EG0882,"19","100"
EG0882,"20","100"
EG0882,"19","1401"
EG0882,"19","1401"
EG0882,"19","1101"
EG0882,"16","400"
EG0882,"19","100"
EG0882,"19","100"
EG0882,"20","3002"
EG0882,"17","1501"
EG0882,"19","500"
EG0882,"10","1801"
EG0882,"20","4504"
EG0882,"20","1301"
EG0882,"14","1201"
EG0882,"17","6205"
EG0882,"20","1301"
EG0882,"14","1701"
EG0882,"16","2402"
EG0882,"20","2702"
EG0882,"19","823"
EG0882,"14","100"
EG0882,"16","100"
EG0882,"14","600"
EG0882,"20","1201"
EG0882,"17","1201"
EG0882,"14","100"
EG0882,"20","500"
EG0882,"14","100"
EG0882,"19","5805"
EG0882,"10","6305"
EG0882,"16","2402"
EG0882,"14","2402"
EG0882,"17","3007"
EG0882,"20","2302"
EG0882,"19","100"
EG0882,"14","100"
EG0882,"17","100"
EG0882,"17","200"
EG0882,"14","1101"
EG0882,"9","297"
EG0882,"14","100"
EG0882,"14","300"
EG0882,"14","1051"
EG0882,"14","250"
EG0882,"10","3701"
EG0882,"20","10956"
EG0882,"14","250"
EG0882,"20","400"
EG0882,"17","900"
EG0882,"20","544794"
EG0882,"19","216363"
EG0882,"10","2837"
EG0982,"19","152"
EG0982,"20","100"
EG0982,"19","1101"
EG0982,"7","500"
EG0982,"20","100"
EG0982,"7","1001"
EG0982,"19","74"
EG0982,"20","2202"
EG0982,"20","1101"
EG0982,"20","100"
EG0982,"20","4110"
EG0982,"20","2502"
EG0982,"20","4504"
EG0982,"20","1701"
EG0982,"20","100"
EG0982,"20","100"
EG0982,"5","9608"
EG0982,"20","300"
EG0982,"20","100"
EG0982,"19","100"
EG0982,"7","10408"
EG0982,"20","2502"
EG0982,"20","1001"
EG0982,"19","100"
EG0982,"20","100"
EG0982,"19","200"
EG0982,"19","1001"
EG0982,"19","2202"
EG0982,"20","300"
EG0982,"20","100"
EG0982,"19","5447"
EG0982,"19","1601"
EG0982,"19","701"
EG0982,"19","300"
EG0982,"20","100"
EG0982,"19","1001"
EG0982,"20","100"
EG0982,"19","54909"
EG0982,"7","9908"
EG0982,"19","430"
EG0982,"20","100"
EG0982,"19","100"
EG0982,"20","11509"
EG0982,"9","2202"
EG0982,"11","2102"
EG0982,"19","1201"
EG0982,"20","100"
EG0982,"19","1905"
EG0982,"20","100"
EG0982,"20","100"
EG0982,"20","86134"
EG0982,"9","24119"
EG0982,"9","701"
EG0982,"20","3102"
EG0982,"20","100"
EG0982,"19","29223"
EG0982,"19","672"
EG0982,"10","21817"
EG0982,"20","7206"
EG0982,"19","5404"
EG0982,"14","901"
EG0982,"19","100"
EG0982,"20","3603"
EG0982,"14","2502"
EG0982,"19","678"
EG0982,"14","701"
EG0982,"20","100"
EG0982,"14","100"
EG0982,"14","100"
EG0982,"19","100"
EG0982,"19","100"
EG0982,"20","400"
EG0982,"19","100"
EG0982,"19","6405"
EG0982,"9","504"
EG0982,"20","100"
EG0982,"20","4203"
EG0982,"19","4620"
EG0982,"2","1551"
EG0982,"14","751"
EG0982,"19","365561"
EG0982,"20","1451"
EG0982,"20","10314"
EG0982,"10","42797"
EG0982,"20","228197"
EG1082,"15","1701"
EG1082,"19","200"
EG1082,"19","1501"
EG1082,"20","100"
EG1082,"19","100"
EG1082,"20","1401"
EG1082,"15","100"
EG1082,"20","1101"
EG1082,"19","26"
EG1082,"20","100"
EG1082,"20","100"
EG1082,"19","100"
EG1082,"20","100"
EG1082,"20","5604"
EG1082,"22","6705"
EG1082,"20","14512"
EG1082,"23","31325"
EG1082,"9","2302"
EG1082,"20","200"
EG1082,"20","500"
EG1082,"22","10502"
EG1082,"20","1401"
EG1082,"20","100"
EG1082,"20","100"
EG1082,"19","31525"
EG1082,"20","100"
EG1082,"19","5604"
EG1082,"20","100"
EG1082,"9","1101"
EG1082,"20","100"
EG1082,"20","100"
EG1082,"7","2102"
EG1082,"20","100"
EG1082,"19","58847"
EG1082,"7","45336"
EG1082,"19","100"
EG1082,"19","14468"
EG1082,"20","3803"
EG1082,"19","2702"
EG1082,"22","2602"
EG1082,"24","1501"
EG1082,"7","10108"
EG1082,"14","575"
EG1082,"19","1201"
EG1082,"19","5404"
EG1082,"14","100"
EG1082,"14","100"
EG1082,"22","2902"
EG1082,"19","12338"
EG1082,"7","1501"
EG1082,"20","1101"
EG1082,"14","100"
EG1082,"5","1101"
EG1082,"20","100"
EG1082,"20","100"
EG1082,"23","6805"
EG1082,"19","50919"
EG1082,"19","19115"
EG1082,"14","100"
EG1082,"15","1247"
EG1082,"5","500"
EG1082,"19","2502"
EG1082,"7","701"
EG1082,"7","3403"
EG1082,"20","100"
EG1082,"19","300"
EG1082,"20","100"
EG1082,"19","100"
EG1082,"5","6705"
EG1082,"15","824"
EG1082,"14","65382"
EG1082,"19","4504"
EG1082,"19","1301"
EG1082,"14","3503"
EG1082,"15","74"
EG1082,"14","74"
EG1082,"14","350"
EG1082,"19","8440"
EG1082,"15","17528"
EG1082,"14","351"
EG1082,"19","429"
EG1082,"20","513652"
EG1182,"19","300"
EG1182,"20","100"
EG1182,"20","1301"
EG1182,"14","1201"
EG1182,"23","7406"
EG1182,"22","748"
EG1182,"20","200"
EG1182,"23","9007"
EG1182,"14","7906"
EG1182,"22","4210"
EG1182,"23","801"
EG1182,"22","5404"
EG1182,"19","5004"
EG1182,"23","4604"
EG1182,"20","11609"
EG1182,"9","1001"
EG1182,"23","100"
EG1182,"23","1098"
EG1182,"14","5104"
EG1182,"7","200"
EG1182,"19","1401"
EG1182,"7","2402"
EG1182,"19","300"
EG1182,"23","28623"
EG1182,"7","1201"
EG1182,"11","850"
EG1182,"20","100"
EG1182,"19","499"
EG1182,"20","100"
EG1182,"19","6577"
EG1182,"23","1001"
EG1182,"19","5604"
EG1182,"20","1001"
EG1182,"20","100"
EG1182,"14","100"
EG1182,"20","901"
EG1182,"19","7606"
EG1182,"14","200"
EG1182,"14","26"
EG1182,"15","4504"
EG1182,"22","18815"
EG1182,"14","901"
EG1182,"22","10508"
EG1182,"15","4504"
EG1182,"23","100"
EG1182,"14","200"
EG1182,"23","100"
EG1182,"14","200"
EG1182,"23","100"
EG1182,"20","2802"
EG1182,"23","7706"
EG1182,"20","100"
EG1182,"15","1001"
EG1182,"23","4928"
EG1182,"7","2802"
EG1182,"23","6505"
EG1182,"19","307366"
EG1182,"20","153084"
EG1182,"15","1601"
EG1182,"11","100"
EG1182,"19","1401"
EG1182,"11","200"
EG1182,"11","600"
EG1182,"15","554"
EG1182,"20","75"
EG1182,"19","100"
EG1182,"19","300"
EG1182,"7","4504"
EG1182,"19","17014"
EG1182,"15","77"
EG1182,"14","102952"
EG1182,"15","1101"
EG1182,"15","100"
EG1182,"19","1301"
EG1182,"15","126"
EG1182,"19","852"
EG1182,"14","26"
EG1182,"20","100"
EG1182,"19","77750"
EG1182,"19","7307"
EG1182,"15","38"
EG1182,"15","101"
EG1182,"19","852"
EG1182,"19","702"
EG1182,"23","3864"
EG1182,"20","117910"
EG1182,"19","2105"
EG1282,"20","200"
EG1282,"14","2502"
EG1282,"23","200"
EG1282,"23","5905"
EG1282,"4","1301"
EG1282,"22","8759"
EG1282,"22","9307"
EG1282,"19","100"
EG1282,"20","500"
EG1282,"19","100"
EG1282,"19","100"
EG1282,"19","100"
EG1282,"7","6805"
EG1282,"20","4003"
EG1282,"19","100"
EG1282,"19","100"
EG1282,"19","100"
EG1282,"4","1902"
EG1282,"23","8710"
EG1282,"20","21817"
EG1282,"4","1401"
EG1282,"15","4103"
EG1282,"20","100"
EG1282,"20","1501"
EG1282,"19","801"
EG1282,"20","100"
EG1282,"11","151"
EG1282,"20","100"
EG1282,"11","100"
EG1282,"20","100"
EG1282,"20","1001"
EG1282,"19","88472"
EG1282,"20","100"
EG1282,"20","100"
EG1282,"20","100"
EG1282,"19","100"
EG1282,"20","100"
EG1282,"20","100"
EG1282,"20","100"
EG1282,"20","100"
EG1282,"20","100"
EG1282,"4","1801"
EG1282,"19","3932"
EG1282,"5","2102"
EG1282,"4","300"
EG1282,"7","27922"
EG1282,"19","1001"
EG1282,"15","1301"
EG1282,"7","4704"
EG1282,"23","100"
EG1282,"19","100"
EG1282,"19","2302"
EG1282,"23","100"
EG1282,"5","1401"
EG1282,"19","100"
EG1282,"9","1601"
EG1282,"19","100"
EG1282,"19","100"
EG1282,"20","100"
EG1282,"23","16713"
EG1282,"4","1401"
EG1282,"19","9908"
EG1282,"19","5604"
EG1282,"19","100"
EG1282,"7","1501"
EG1282,"19","2702"
EG1282,"14","1001"
EG1282,"23","100"
EG1282,"11","1101"
EG1282,"23","5004"
EG1282,"7","2402"
EG1282,"5","400"
EG1282,"4","1801"
EG1282,"20","2102"
EG1282,"14","1501"
EG1282,"22","2202"
EG1282,"5","3403"
EG1282,"20","5504"
EG1282,"20","400"
EG1282,"14","100"
EG1282,"14","100"
EG1282,"16","200"
EG1282,"23","1077"
EG1282,"23","46837"
EG1282,"20","31363"
EG1282,"16","801"
EG1282,"14","2302"
