mun,name,com,longitude,latitude
082798,"Terrassa",40,2.015311,41.565725
082900,"Ullastrell",40,1.956889,41.527919
082917,"Vacarisses",40,1.918886,41.608317
083008,"Viladecavalls",40,1.955825,41.556931
089045,"Badia del Vallès",40,2.116883,41.509714
080057,"Ametlla del Vallès, l'",41,2.263278,41.668675
080142,"Aiguafreda",41,2.251903,41.769153
080235,"Bigues i Riells",41,2.223744,41.677908
080333,"Caldes de Montbui",41,2.167533,41.632156
080399,"Campins",41,2.465053,41.725642
080410,"Canovelles",41,2.284628,41.619417
080425,"Cànoves i Samalús",41,2.354089,41.695033
080462,"Cardedeu",41,2.359517,41.639853
080556,"Castellcir",41,2.149831,41.761256
080641,"Castellterçol",41,2.121011,41.752400
080811,"Fogars de Montclús",41,2.444533,41.727931
080863,"Franqueses del Vallès, les",41,2.297839,41.618597
080885,"Garriga, la",41,2.286303,41.685256
080958,"Granera",41,2.059469,41.729928
080961,"Granollers",41,2.287156,41.607947
080977,"Gualba",41,2.503328,41.732614
081056,"Llagosta, la",41,2.192839,41.514742
081069,"Llinars del Vallès",41,2.402150,41.639867
081075,"Lliçà d'Amunt",41,2.240292,41.612025
081081,"Lliçà de Vall",41,2.243169,41.592778
081154,"Martorelles",41,2.237306,41.528403
081249,"Mollet del Vallès",41,2.213244,41.538625
081347,"Figaró-Montmany",41,2.275172,41.722142
081350,"Montmeló",41,2.249967,41.553922
081363,"Montornès del Vallès",41,2.266864,41.544069
081379,"Montseny",41,2.397122,41.759406
081593,"Parets del Vallès",41,2.234758,41.573608
081810,"Roca del Vallès, la",41,2.327692,41.589600
081982,"Sant Antoni de Vilamajor",41,2.401653,41.674108
082021,"Sant Celoni",41,2.491897,41.689367
082074,"Sant Esteve de Palautordera",41,2.435867,41.704544
082093,"Sant Fost de Campsentelles",41,2.235358,41.519525
082107,"Sant Feliu de Codines",41,2.165158,41.689656
082346,"Sant Pere de Vilamajor",41,2.390117,41.684728
082397,"Sant Quirze Safaja",41,2.154422,41.729494
082482,"Santa Eulàlia de Ronçana",41,2.225125,41.656878
082567,"Santa Maria de Martorelles",41,2.255158,41.520603
082592,"Santa Maria de Palautordera",41,2.445806,41.694611
082763,"Tagamanent",41,2.268867,41.739558
082943,"Vallgorguina",41,2.512669,41.648378
082969,"Vallromanes",41,2.302278,41.533119
083067,"Vilalba Sasserra",41,2.442175,41.653164
089024,"Vilanova del Vallès",41,2.286542,41.554578
